Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
H3K4_A_R3	0.18875934301557443	0.0448072912280402	0.21982136778176	-0.06894323504141515	-0.20878495344288475	0.029838948703863367	0.009066223426062295	-0.2850232924997962	-0.0036753936285654396	0.06100379079314154	-0.03464324469616364	-0.045337507113629834	0.2617472305073972	0.0047290910188071906	0.06463377324677448	-0.038848806888561876	0.2752185244614741	0.35125002142713757	0.6449816762172416	-0.22459583279857875	-0.10184303070183459	-0.05063876937467128	-0.09574399285092193	0.09460218790503806	-0.007941801791401077	0.011874992175160514	-0.028274347441679917	0.039302064472967475	-0.019846461292247725	-0.038498713957769215	-0.035080972825716684	-0.00038621273780013943
H3K4_A_R4	0.18740616936477275	0.08263618770713321	0.144927872756388	-0.05172184074251652	-0.18769709487759142	0.10321147158619129	-0.03635052186466655	-0.25072491460509894	-0.06604295361799728	0.12648702408227844	-0.07250879098418948	0.06490411338413392	0.13817611844570177	-0.036350950074385074	0.22206866441801085	0.35956269164868127	0.09432672139679871	0.04717369825753496	-0.35092071638812966	-0.0897946251814636	0.4467831117257877	0.48020470745406174	-0.0748002770365496	-0.06321583387021751	-0.057558082784427735	-0.06875744246578033	-0.05050506331048056	-0.01841950446533676	-0.01272242651648386	0.03362982120599837	-0.03318683001200676	0.00038261987881785226
H3K4_N_R1	0.16869650170057832	0.22230585539792216	0.1292510982902926	-0.14664233114650846	0.33480849043698124	-0.3889503502751739	0.2809829928657219	-0.4595137803837477	0.22980948876763446	-0.027657013737035274	0.09944706427883114	-0.11713628784146224	-0.044526988849577225	0.1349209284897596	0.11372891282984433	0.04061714894390657	-0.25584213648173454	-0.09242113707565283	-0.07067856760984102	-0.04132943384074369	-0.32624265194055935	0.141339404513325	0.05030740900325281	-0.07931905281275595	-0.013145221518303695	-0.009985986242066758	-0.009015007860377818	-0.006377793218280047	-0.027414024612243376	0.029341836287132605	0.011168734515756068	0.02011183672833585
H3K4_N_R2	0.17596574676986448	0.17336678146092724	0.26938672200923763	-0.25109166690015183	-0.011356884272404668	0.18327348524698261	0.20505647231172472	0.4410117062943752	0.04347025079820698	-0.46230217253645606	-0.1849184247318905	-0.30411129970570294	0.13090768372702588	0.3397183345862715	0.06914489765997733	0.12045045658386584	-0.04486693652559738	0.13058554464812208	-0.09022593012201285	0.03274185504087869	0.01786294003197633	-0.07226983990538893	-0.006657558725702275	-0.0095582247404034	0.02685742874464607	0.03769993807736243	-0.03412834367391854	0.017575460629507676	0.006499616764249138	-0.013936905302265878	0.024436520818525324	-0.02395918400577488
H3K4_N_R3	0.1670768300447701	0.22675675710853088	0.2372892756337267	-0.25393079163564697	0.14569577363176442	0.009753819279566598	0.11298777049219326	0.10861892709856467	0.02511842670484369	0.04853469008377586	-0.09507103169834487	0.7224693258571601	-0.09898762273645041	0.08247622483845356	-0.3470849291490797	0.01796703490305861	0.12301472830558152	-0.1908944010440769	0.11475047824247128	0.052952216394973245	0.09229991095462325	-0.031661271663260944	-0.039035361259889025	-0.0023493984055578975	0.01795476269047062	-0.024031545956800456	0.014076795299893462	-0.02356039594130094	-0.0060599932950511975	0.01660440362405786	-0.044673200912061596	-0.0075618137799646455
H3K4_N_R4	0.1810317200378944	0.14832287743670272	0.13492244146773513	-0.1437076007173896	0.02023800785105667	0.1991848540485796	0.125486521992491	0.019501271944189262	-0.34282802732091094	0.1372418153183003	-0.03733490835062083	-0.162145626200046	-0.6162811677461009	-0.3030285293897463	0.31990796162248464	0.014636401704657732	0.22858561812299652	-0.11237181301850632	0.021909339087155724	0.034066061475299315	-0.1482632220534262	-0.07928843260444352	0.09058684595199684	0.03993446793506546	0.040504360781106294	0.06410640407949396	-0.02481869797296697	0.02265114614501258	-0.0013215114350735922	-0.018511379845796674	0.0065749534903605305	0.008328130388824764
IgG_A_R1	0.16347497457187007	0.24566066822426227	-0.1853270779004647	-0.17855832875674665	-0.13610744375094122	-0.3100567857916625	-0.48902452277241937	0.30694331092427024	0.24475401434722024	0.2820176288994879	-0.19587966262072617	0.01600640880942017	-0.07668431126631181	0.11618037305687104	0.14398213525551404	0.038087019243312994	0.07103176179441861	0.11273639091639855	-0.10970916981915535	-0.1606140780949724	-0.22041068054178867	0.04422660579291429	0.11800334197814805	0.1841934290722056	-0.011778628495467248	-0.08385905259078782	0.11990709987371288	-0.006031547099384849	-0.016223848982712175	-0.04548630968351755	-0.009199220501157401	0.03279805753315851
IgG_N_R1	0.14193081013441905	0.3188708911966664	-0.27514532193979574	-0.17873892645216272	0.28577353115426507	0.33312376863768994	-0.5127960860786502	-0.2955303324192018	-0.06328012393749831	-0.2911668337434523	-0.13644219575204958	-0.08252887795876433	0.04045985402700393	-0.1374177115143029	-0.11453993303295226	-0.09542644396079177	-0.1534236374368833	-0.032976326319039205	0.08921626996646762	0.03799172908331142	0.0988920197403135	-0.03933031159680831	-0.03251681919584705	-0.11323749249817594	-0.031181665804366772	0.09355744785747587	-0.024529367638846125	-0.0041959618272153455	-0.0005433118592019051	0.028096481311502542	0.008699877876102154	-0.01365811658777265
nH3K27_A_R1	0.17714896302013822	-0.18199203484934182	0.023241323387828472	0.03116767657345505	0.0481789120811098	-0.14390840844007904	-0.050839704624847167	0.02867428335228951	-0.20014586752560282	-0.0702664839932868	-0.1300220624334667	0.07211394029762314	0.01985052371000601	-0.010210091220276083	0.005944111133178351	-0.048942889619638774	-0.060615001840746786	0.009549054253773606	-0.09691113784111315	0.01112938452569888	-0.07429804665701499	-0.09771746118220936	-0.1495509764173831	0.050219870387364675	-0.6012004642893893	-0.009054308147287398	-0.3475895760159379	0.21908158580494944	-0.15964471447662956	-0.17479302370217661	-0.10088748875323841	0.43327003084885507
nH3K27_A_R2	0.17620408086351985	-0.18841633907107366	-0.004171344552367742	0.011622272154097946	0.014523294285264035	-0.06962906038179896	0.0009788618984426685	-0.021047366290945335	-0.08906696835269405	-0.08082808607497864	0.010291514379982263	0.02794367005328239	0.09751437352109922	0.004372541334261933	-0.05243907474944172	0.1130634532811652	0.0644597305588987	-0.09907065836563723	-0.015378275005156414	-0.16632615528236494	0.03392522681743746	0.00012287192397352596	0.3380161370204958	0.02858059379189831	-0.08111401207728497	0.6576593605231319	0.37781430739342425	-0.25866237578264156	0.07930801502475242	-0.0844278839884301	0.05634818423492277	0.2528830477001009
nH3K27_A_R3	0.1768697048112827	-0.18435021957935457	-0.011407624945665629	-0.003897241137715857	0.048660043064258675	-0.07183209138635396	-0.020796131943214155	0.02608509782302323	-0.03497096126293492	0.07590438179178631	-0.06718853139612756	-0.06411693328354551	-0.007216076180010765	0.02884720187711452	-0.08684221188939872	0.00798519149407768	-0.03247891753587565	-0.0319488724877518	-0.02445961995012289	-0.03282373728974226	0.0043877553261667925	-0.008273416965432014	0.08743025064719866	0.02767628605201318	-0.173305176634286	0.2657956105903523	-0.07745670663770599	0.19772544333642447	-0.0799324674100484	0.14669567559327287	-0.5238708820832733	-0.6644332310451073
nH3K27_N_R1	0.17641823134448678	-0.18645887856809645	0.04403194444378894	0.031423238105785053	0.14474704109238876	0.04026020016415208	-0.03250362009996583	0.1131424494476037	0.0480082789893164	-0.020387643242214128	0.04996460459275409	-0.0509484893444069	-0.06391942072627396	-0.04624891432828202	0.005570775765577468	-0.010830217511436155	0.08278173021488333	0.11123577183468789	0.10443812339109704	-0.03269235680324905	0.0266191501748866	-0.003845048632080863	0.17926324588915285	-0.514055224190296	-0.2624547513334957	-0.4366655926401239	0.4066254034823839	-0.14772125077276826	-0.15815813180944696	0.24307383053052967	-0.12873929740979734	0.06968462734596066
nH3K27_N_R2	0.17432667425510076	-0.1985742761175464	0.04719153832225008	0.03396062278036218	0.18928763425428086	0.0879114976010926	-0.11075511596037704	0.11436068631205833	0.18105386707944343	0.15833391185321907	0.03155358606089749	-0.03809648810802406	0.1306781685692155	0.006729843509465599	0.07693185338773381	0.06229728115131199	0.059992244850869514	-0.16832904873826945	0.08559840201714672	-0.0664851172609664	0.030592975569755633	-0.03123229427137862	0.27623737089129047	-0.15318553035998386	0.3852129516421375	0.04402693829989031	-0.46785873002592104	0.17960824096643976	0.12592231864236816	0.3123059791111883	-0.11058293093587745	0.313388654489374
nH3K27_N_R3	0.17502421138616078	-0.19443459342938696	0.05629268746754753	0.0408578813576261	0.195927959164017	0.05144659208213532	-0.09471153062262422	0.08945566030758294	0.0347680409971592	0.23682943900852857	-0.041140083307022034	0.06788003259917871	0.06961199604380114	0.09340920957336141	0.16611569490050915	-0.027773836823655057	0.009894472086406939	0.0012526849712619038	-0.01942889327839689	-0.04919944402237856	-0.048674706886651015	-0.1029715783243499	-0.1759226217292673	-0.3413548306142269	-0.04534835124487595	0.14060079615443732	-0.22349486820020126	-0.22140200111550828	-0.10884194254868756	-0.23848892793078338	0.5367344316275734	-0.3496272353687564
nH3K4_A_R1	0.1762026378812444	-0.18832894026277214	0.0149426922707735	-0.01769751732736291	0.019958362732153557	-0.10142168362827682	-0.034057562311576584	-0.03936686898467427	-0.12378018804317416	-0.1416954012252089	-0.061119979212628614	-0.039250452192676255	-0.005270099535791228	-0.03820781211607033	-0.11150291901748681	0.027737985513779165	-0.0043847748142150705	-0.09505214924396069	0.051256489222881174	0.0009040691381357629	0.024207224008173187	0.05626006260493564	0.15194831970763892	0.46127214552414275	-0.19448480058433645	-0.2190573518609586	-0.06636841944485812	-0.08469551980678422	0.15192536933796708	0.49415116474314147	0.46925335878380653	-0.16745476107730237
nH3K4_A_R2	0.17387124921873523	-0.20187348125581386	0.031712394147380564	0.0022881412024015986	-0.022781005530068784	-0.12071318535374595	-0.10899789806960042	-0.09866546416042156	-0.21054386567537217	-0.19816773929426626	-0.05720717083772162	0.06631568622386923	0.050347516610398414	0.00960034308054516	0.05564393173114707	0.04499956988663931	-0.022407076881441158	-0.10993431320686164	-0.06956720635586139	-0.08012509050767777	-0.08472904097974578	-0.14381763683398743	0.03852987504494503	-0.0008667372288942503	0.17126014029708617	-0.3478774882287515	-0.06784577893218618	-0.30193262735247145	0.5221203884597365	-0.38056992718173743	-0.2570910989958393	-0.09711762401582914
nH3K4_A_R3	0.17329004828210076	-0.20492375503017915	0.03609686900097282	0.0007460331215258581	-0.01486832458044884	-0.12037318703297666	-0.1297364601389886	-0.06920102626192268	-0.17184586734274157	-0.24927383983246576	0.0346344170419172	0.21060672764921165	0.12331507290922755	-0.08241776980501633	0.22388167613592044	0.036536345793890174	0.01702427984359143	-0.018754456536564438	-0.2107023516487567	-0.028237644102949516	-0.1554424844074661	-0.2233103363594965	-0.3281838573795892	0.08105379057620105	0.408024394087321	0.004290579054784858	0.24452702520369737	0.15205706408256003	-0.39418532162931347	0.2009329436064776	-0.005430280678021612	0.01789997670526111
nH3K4_N_R1	0.1771528268546821	-0.18127610201065672	0.04109477381705184	0.006112666936398032	0.19810854208182305	0.09167306377159998	-0.008101576422702565	0.054182471082141526	0.020379111682562477	0.2651951137171639	-0.10826626966773904	-0.10007734938129233	-0.1080059902167576	0.11643195472763418	-0.064532376842257	-0.1203855458497349	-0.10680848249249106	0.1760798214964439	-0.0015696697080004691	0.18882253237660365	-0.030635135129630908	0.16515747164447145	-0.5361470600425084	0.04799515132103686	0.03356507192640732	0.13502478645050092	0.2634485123691054	0.07029820758867282	0.4540937439984798	0.16233780600036027	-0.05825687140913097	0.14602285138290005
nH3K4_N_R2	0.17679393325502007	-0.18391319448894142	0.04681336077635401	0.009925003305676621	0.15936948715807223	0.04398569115127769	0.0004974722197772526	0.0015887586872625984	0.13999685126588599	0.09198591789897625	-0.06674027243210608	-0.21314543342896666	-0.11912507978154278	0.0024916949976695646	-0.1903351751301007	-0.08311339893067346	-0.05144243811474256	0.009395584416624532	0.08071479316652874	0.16254276675958546	0.17800832203983488	0.15293173282547393	-0.026448982195267794	0.3585467170448452	0.1994172712553616	-0.09600819282058437	-0.08250520221769603	-0.4397656488764179	-0.4689870561863606	-0.20942418940216787	-0.1684301299271832	0.09302582511040676
nH3K4_N_R3	0.17581565596734272	-0.19042098881317254	0.039475343471918715	0.016534176794510788	0.1305894548380905	0.05853662473931835	-0.041540675479105324	0.0034971062977768473	0.02715292793357272	-0.027096689714703793	0.0724613485519913	-0.0309947125360947	-0.06505094677429334	-0.025016449038984607	-0.15953851729266286	0.08158350978529033	-0.06547027733569649	0.035000992697419346	0.06929662774059354	0.017951692617163263	0.06757160023596086	0.18518246529852955	0.24089915850713836	0.07866601560957068	0.1297640596358795	-0.14798482113571318	0.23022533629756303	0.6295017163458851	-0.010640493304176163	-0.4537288107921872	0.2286299871275913	-0.06439214254390259
nIgG_A_R1	0.17687978475411684	-0.10853819687074814	-0.5881828134481062	-0.4167131243575779	-0.27322552066082345	-0.1132638234042331	0.29691014898912044	-0.0373338411863247	-0.24826388392773938	0.1146877025609696	-0.08726123733875199	-0.0848162312835116	0.04853073746465534	0.19737599088366883	-0.10367487858148151	-0.06043137320480535	0.004399032695895637	-0.1319108332902985	0.10831289465517707	0.08021230790062359	0.06267605184778424	0.05641479623982806	-0.028886212121138323	-0.1993285958322934	0.12539959209117543	-0.04594864213128929	-0.02995786982227872	0.03851105797579601	-0.07248405017589883	0.011856609440572416	0.0624539007681805	0.04700722963174661
nIgG_N_R1	0.17882423974725292	-0.14830405555578563	-0.3215809350402683	-0.24800687506888203	0.014179768469977436	0.21860811096820623	0.19606389523702067	0.07260486478041905	0.433022475028895	-0.17575397386561753	0.3921764173940288	0.2247020250190953	-0.04099081485993832	-0.2855376881395901	0.18785915875256137	-0.007372560294709034	0.03279984083534797	0.2523233137366611	-0.08909696804825631	-0.05425406473296377	-0.02328407283632404	-0.009353052377443239	-0.04721941150829568	0.15988567032007406	-0.12583828759592325	0.028179280284240153	-0.08708483498003533	-0.058777500278771856	0.10647947958069952	-0.04822768592232222	-0.04178276598950524	-0.0320845021447035
