task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
385	f2/e2465b	260236	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K27_A_R3)	COMPLETED	0	2025-01-24 02:05:22.417	15.9s	13s	131.3%	6.8 MB	220.9 MB	800.3 MB	5.4 KB
357	43/033dd9	206437	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (H3K27_A_R2)	COMPLETED	0	2025-01-24 02:02:33.187	3m 5s	3m 3s	98.8%	9.8 MB	15.4 MB	908.3 MB	450.5 KB
390	ff/f9e8d2	265098	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H3K27_A_R2)	COMPLETED	0	2025-01-24 02:05:36.305	4s	0ms	34.9%	8.6 MB	14.6 MB	2.5 MB	5.4 KB
392	2d/f469be	266009	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (nIgG_A_R1)	COMPLETED	0	2025-01-24 02:05:38.357	4s	1s	35.0%	9.3 MB	15.5 MB	2.1 MB	5.4 KB
387	7f/0fe4f6	262992	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K27_N_R4)	COMPLETED	0	2025-01-24 02:05:30.952	15.8s	13s	131.3%	7.1 MB	220.9 MB	793 MB	5.4 KB
389	7d/e5036c	263976	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (nH3K27_A_R2)	COMPLETED	0	2025-01-24 02:05:33.638	16.3s	13s	128.7%	6.9 MB	220.9 MB	847.4 MB	5.4 KB
391	32/5c3e3c	265400	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K27_A_R2)	COMPLETED	0	2025-01-24 02:05:37.200	20.1s	16s	128.0%	6.8 MB	220.9 MB	908.4 MB	5.4 KB
393	5c/605cd7	265882	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (nIgG_A_R1)	COMPLETED	0	2025-01-24 02:05:38.230	28.8s	25s	141.4%	7.1 MB	220.9 MB	1.7 GB	5.4 KB
270	6f/73bdd5	176789	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K4_A_R3)	COMPLETED	0	2025-01-24 02:00:59.522	6m 12s	6m 6s	112.5%	17.6 GB	40.7 GB	1.3 GB	700.2 MB
395	2b/dc6f96	281260	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K4_A_R3)	COMPLETED	0	2025-01-24 02:07:12.283	2.5s	49ms	29.7%	2.9 MB	3.9 MB	132.1 KB	3.8 KB
347	1c/95a9b0	202857	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (nIgG_A_R1)	COMPLETED	0	2025-01-24 02:02:23.737	5m 29s	5m 27s	98.3%	14.5 MB	21.1 MB	1.7 GB	479.5 KB
267	af/2ed9a8	169979	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K4_A_R2)	COMPLETED	0	2025-01-24 02:00:40.804	7m 23s	7m 20s	111.7%	18.1 GB	40.6 GB	1.6 GB	856.2 MB
397	24/899611	288906	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K4_A_R2)	COMPLETED	0	2025-01-24 02:08:05.182	2.7s	61ms	0.0%	2.9 MB	3.9 MB	132 KB	3.8 KB
276	14/c97f7f	207614	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_N_R1)	COMPLETED	0	2025-01-24 02:02:36.331	7m 7s	7m 2s	112.9%	18.1 GB	40.4 GB	1.7 GB	878.7 MB
399	26/ce8b5d	300846	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_N_R1)	COMPLETED	0	2025-01-24 02:09:43.916	2.5s	62ms	0.0%	2.9 MB	3.9 MB	132 KB	3.8 KB
281	59/642430	245718	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K4_N_R1)	COMPLETED	0	2025-01-24 02:04:46.327	5m 12s	5m 8s	112.5%	17.7 GB	40.2 GB	1.1 GB	601.2 MB
273	40/c145cc	186239	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_N_R2)	COMPLETED	0	2025-01-24 02:01:29.499	8m 31s	8m 26s	117.7%	23 GB	40.1 GB	1.9 GB	1003.5 MB
401	99/1e5572	304447	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K4_N_R1)	COMPLETED	0	2025-01-24 02:09:59.844	3.7s	94ms	7.2%	2.9 MB	3.9 MB	132 KB	3.8 KB
403	8e/4995a2	305093	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_N_R2)	COMPLETED	0	2025-01-24 02:10:01.689	3.2s	70ms	23.7%	2.9 MB	3.9 MB	132 KB	3.8 KB
284	95/d1cb34	271017	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K4_A_R1)	COMPLETED	0	2025-01-24 02:05:57.365	4m 52s	4m 48s	112.9%	16.7 GB	40.2 GB	1.2 GB	605.7 MB
405	a0/e3e96f	312921	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K4_A_R1)	COMPLETED	0	2025-01-24 02:10:50.227	2.4s	70ms	11.8%	2.8 MB	3.9 MB	132 KB	3.8 KB
300	5f/4cf9cc	312761	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_SORT (H3K4_A_R3)	COMPLETED	0	2025-01-24 02:10:49.201	32.1s	30s	492.7%	5.1 GB	6.3 GB	781 MB	772.6 MB
408	5d/a468ba	317153	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_INDEX (H3K4_A_R3)	COMPLETED	0	2025-01-24 02:11:21.393	15s	12s	137.4%	19.2 MB	220.9 MB	772.8 MB	2.2 MB
410	2b/23fe7f	321071	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K4_A_R3)	COMPLETED	0	2025-01-24 02:11:37.500	13.3s	11s	140.0%	6.8 MB	220.9 MB	772.8 MB	5.4 KB
409	8f/0290f4	323933	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H3K4_A_R3)	COMPLETED	0	2025-01-24 02:11:50.828	2.4s	0ms	34.0%	10.1 MB	16.2 MB	2.3 MB	5.4 KB
407	7f/0de84d	320894	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (H3K4_A_R3)	COMPLETED	0	2025-01-24 02:11:36.466	2m	1m 58s	98.3%	10.3 MB	15.9 MB	772.8 MB	450.4 KB
293	dc/e55321	300676	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K27_N_R2)	COMPLETED	0	2025-01-24 02:09:42.883	4m 28s	4m 24s	114.7%	17.4 GB	40 GB	1.1 GB	553 MB
412	48/00a689	340597	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K27_N_R2)	COMPLETED	0	2025-01-24 02:14:12.157	2.6s	82ms	10.0%	2.8 MB	3.9 MB	132 KB	3.8 KB
287	d0/eceec1	281010	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K4_A_R1)	COMPLETED	0	2025-01-24 02:07:11.255	7m 24s	7m 20s	113.3%	19.9 GB	40.3 GB	1.8 GB	948.8 MB
414	7f/771b1e	344736	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K4_A_R1)	COMPLETED	0	2025-01-24 02:14:36.760	2.5s	62ms	12.8%	3 MB	3.9 MB	132 KB	3.8 KB
297	48/c65f2a	304748	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K4_A_R4)	COMPLETED	0	2025-01-24 02:10:00.666	4m 51s	4m 46s	115.4%	19.3 GB	40 GB	1.1 GB	574.6 MB
416	7f/452a3e	348248	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K4_A_R4)	COMPLETED	0	2025-01-24 02:14:52.230	2.7s	57ms	13.1%	2.9 MB	3.9 MB	132 KB	3.8 KB
288	a0/3136d5	288658	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_N_R3)	COMPLETED	0	2025-01-24 02:08:04.155	6m 54s	6m 50s	113.9%	18.4 GB	40 GB	1.6 GB	839.8 MB
418	ea/1be0a1	350466	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_N_R3)	COMPLETED	0	2025-01-24 02:14:59.631	2.3s	57ms	0.0%	2.9 MB	3.9 MB	132 KB	3.8 KB
313	95/e71f3b	350139	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_SORT (H3K27_A_R4)	COMPLETED	0	2025-01-24 02:14:58.605	32.5s	29s	435.7%	4.5 GB	6.2 GB	685.9 MB	678.5 MB
296	74/df0e60	304071	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K27_A_R1)	COMPLETED	0	2025-01-24 02:09:58.818	6m 31s	6m 26s	122.0%	19 GB	40 GB	1.7 GB	880.3 MB
423	cc/3504e6	364199	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K27_A_R1)	COMPLETED	0	2025-01-24 02:16:31.234	2.7s	59ms	13.8%	2.8 MB	3.9 MB	132.1 KB	3.8 KB
323	92/554663	363922	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_SORT (nH3K27_N_R3)	COMPLETED	0	2025-01-24 02:16:30.192	32s	30s	412.0%	4 GB	5.8 GB	615.7 MB	608.9 MB
419	f4/5fd56c	355188	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (H3K27_A_R4)	COMPLETED	0	2025-01-24 02:15:32.129	2m 2s	2m	98.5%	9.2 MB	14.5 MB	678.6 MB	450.3 KB
426	2d/8be131	368667	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (nH3K27_N_R3)	COMPLETED	0	2025-01-24 02:17:02.230	1m 46s	1m 43s	99.0%	10.8 MB	16.7 MB	609 MB	450.3 KB
421	52/25e95d	383081	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_INDEX (H3K27_A_R4)	COMPLETED	0	2025-01-24 02:18:47.753	12.6s	10s	142.7%	20.1 MB	220.9 MB	678.7 MB	2.4 MB
425	ea/c0267d	385363	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_INDEX (nH3K27_N_R3)	COMPLETED	0	2025-01-24 02:19:00.417	11.3s	9s	144.4%	20.4 MB	220.9 MB	609 MB	2.2 MB
303	c9/0ab802	317143	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nIgG_N_R1)	COMPLETED	0	2025-01-24 02:11:21.334	7m 52s	7m 48s	112.6%	19.8 GB	40.2 GB	1.8 GB	976.4 MB
428	1d/bd3c17	387177	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H3K27_A_R4)	COMPLETED	0	2025-01-24 02:19:11.741	2.6s	0ms	29.1%	7.7 MB	13.7 MB	2.6 MB	5.4 KB
430	9b/117ceb	388509	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (nH3K27_N_R3)	COMPLETED	0	2025-01-24 02:19:14.333	2.9s	1s	33.7%	7.4 MB	13.3 MB	2.3 MB	5.4 KB
427	a1/e6645d	387170	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K27_A_R4)	COMPLETED	0	2025-01-24 02:19:11.713	13.1s	11s	132.9%	7.1 MB	220.9 MB	678.7 MB	5.4 KB
432	d3/f84a9e	391980	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nIgG_N_R1)	COMPLETED	0	2025-01-24 02:19:24.837	2.8s	65ms	11.5%	3 MB	3.9 MB	132.1 KB	3.8 KB
305	1e/63f90f	340272	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K4_N_R3)	COMPLETED	0	2025-01-24 02:14:11.130	5m 18s	5m 13s	113.2%	16.9 GB	40.2 GB	1.2 GB	623.7 MB
429	c9/04f92a	389409	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (nH3K27_N_R3)	COMPLETED	0	2025-01-24 02:19:17.256	11.8s	9s	133.6%	6.9 MB	220.9 MB	609 MB	5.4 KB
434	ea/7303e9	393459	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K4_N_R3)	COMPLETED	0	2025-01-24 02:19:29.126	3.4s	61ms	12.5%	3 MB	3.9 MB	132 KB	3.8 KB
316	bc/c17ea1	354936	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K4_N_R3)	COMPLETED	0	2025-01-24 02:15:31.102	5m 23s	5m 19s	124.6%	17.9 GB	39.9 GB	1.3 GB	659.8 MB
436	c0/fceafe	404245	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K4_N_R3)	COMPLETED	0	2025-01-24 02:20:55.508	2.4s	52ms	0.0%	3 MB	3.9 MB	132 KB	3.8 KB
310	3d/6ce883	348081	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K27_A_R3)	COMPLETED	0	2025-01-24 02:14:51.201	6m 23s	6m 19s	112.0%	19 GB	40 GB	1.5 GB	792.9 MB
438	fe/8e7ccb	408128	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K27_A_R3)	COMPLETED	0	2025-01-24 02:21:15.347	2.6s	54ms	13.4%	2.9 MB	3.9 MB	132 KB	3.8 KB
309	b1/88c762	344566	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_A_R1)	COMPLETED	0	2025-01-24 02:14:35.734	6m 57s	6m 52s	124.1%	19.1 GB	40.2 GB	1.6 GB	842.4 MB
348	8e/c1ee1c	407720	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R1)	COMPLETED	0	2025-01-24 02:21:14.321	20.2s	18s	447.0%	2.8 GB	5.8 GB	431.7 MB	417.8 MB
440	77/0312f3	411113	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_A_R1)	COMPLETED	0	2025-01-24 02:21:33.628	3.8s	64ms	12.0%	2.9 MB	3.9 MB	132 KB	3.8 KB
441	6c/feb5ec	412487	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R1)	COMPLETED	0	2025-01-24 02:21:37.443	10s	8s	127.5%	18.6 MB	220.9 MB	418 MB	2.8 MB
350	ba/179620	410922	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R4)	COMPLETED	0	2025-01-24 02:21:32.600	23.4s	20s	398.1%	2.7 GB	5.9 GB	410.3 MB	397.1 MB
352	3f/27bb46	411502	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_SORT (H3K4_A_R2)	COMPLETED	0	2025-01-24 02:21:34.593	26.6s	23s	419.6%	3.4 GB	5.8 GB	535.8 MB	530.2 MB
353	a1/72eb53	416080	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_N_R1)	COMPLETED	0	2025-01-24 02:21:56.014	24.2s	22s	433.9%	3.2 GB	5.9 GB	483.1 MB	467.7 MB
358	d7/ce8139	421208	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R2)	COMPLETED	0	2025-01-24 02:22:20.228	25.1s	23s	454.7%	3.7 GB	5.9 GB	544.2 MB	526.1 MB
380	00/dbdbae	425322	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_N_R2)	COMPLETED	0	2025-01-24 02:22:45.386	32.4s	30s	431.0%	4.5 GB	5.8 GB	672.8 MB	650.7 MB
394	0f/d63ced	430033	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R3)	COMPLETED	0	2025-01-24 02:23:17.856	31.7s	29s	456.7%	4.6 GB	6.1 GB	699.6 MB	677.4 MB
326	0d/3e70f4	368661	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_A_R3)	COMPLETED	0	2025-01-24 02:17:02.203	7m 4s	7m	117.4%	17.9 GB	40.3 GB	1.6 GB	841.3 MB
396	c1/9b2bdb	434604	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R2)	COMPLETED	0	2025-01-24 02:23:49.549	52.2s	49s	442.9%	5.2 GB	6.3 GB	1.6 GB	1.6 GB
398	7a/a36772	437303	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R1)	COMPLETED	0	2025-01-24 02:24:06.600	56.7s	54s	414.5%	5.1 GB	6.3 GB	1.6 GB	1.6 GB
400	79/8b983d	442050	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_N_R1)	COMPLETED	0	2025-01-24 02:24:41.737	27.7s	25s	467.6%	4 GB	5.8 GB	600.7 MB	581 MB
404	7f/780c18	446571	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_A_R1)	COMPLETED	0	2025-01-24 02:25:09.439	31.7s	30s	401.2%	4 GB	5.7 GB	605.2 MB	585.3 MB
331	20/af6465	388116	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (H3K27_N_R4)	COMPLETED	0	2025-01-24 02:19:13.628	6m 32s	6m 27s	125.9%	19.2 GB	40.2 GB	1.6 GB	833.3 MB
402	7c/0451ce	445324	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R2)	COMPLETED	0	2025-01-24 02:25:03.366	1m 1s	59s	418.9%	5.2 GB	6.5 GB	1.7 GB	1.7 GB
411	22/73d527	452329	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_N_R2)	COMPLETED	0	2025-01-24 02:25:45.485	28.6s	27s	402.3%	3.7 GB	5.8 GB	552.5 MB	534.7 MB
445	e8/2f4dba	414912	NFCORE_CUTANDRUN:CUTANDRUN:PREPARE_PEAKCALLING:DEEPTOOLS_BAMCOVERAGE (H3K4_N_R1)	COMPLETED	0	2025-01-24 02:21:48.454	4m 42s	4m 16s	171.7%	168.2 MB	1003.2 MB	9.5 GB	334 MB
446	dd/f04eef	1994	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R4)	COMPLETED	0	2025-01-24 02:26:30.455	9s	7s	132.6%	21.8 MB	220.9 MB	397.2 MB	2.8 MB
415	c0/ae0d9d	457631	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_A_R4)	COMPLETED	0	2025-01-24 02:26:14.154	30.2s	28s	385.8%	3.8 GB	5.9 GB	574.1 MB	555.4 MB
450	01/6a4de3	3462	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_INDEX (H3K4_A_R2)	COMPLETED	0	2025-01-24 02:26:39.517	11.7s	10s	127.7%	20.5 MB	220.9 MB	530.3 MB	2.4 MB
460	58/8d5a70	6142	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_A_R3)	COMPLETED	0	2025-01-24 02:26:51.266	2.9s	76ms	10.0%	3 MB	3.9 MB	132 KB	3.8 KB
470	41/41afd1	7021	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (H3K27_N_R4)	COMPLETED	0	2025-01-24 02:26:54.234	2.5s	68ms	11.4%	2.9 MB	3.9 MB	132 KB	3.8 KB
342	55/9a42e6	393445	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (nH3K27_A_R2)	COMPLETED	0	2025-01-24 02:19:29.068	7m 34s	7m 29s	110.1%	18.3 GB	39.9 GB	1.7 GB	888.9 MB
413	97/ee769c	455962	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R1)	COMPLETED	0	2025-01-24 02:26:04.578	1m 1s	59s	403.9%	5.1 GB	6.3 GB	1.7 GB	1.7 GB
482	56/ae8613	8022	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H3K4_A_R2)	COMPLETED	0	2025-01-24 02:26:56.802	12.4s	10s	108.7%	7 MB	220.9 MB	530.3 MB	5.4 KB
481	09/815710	11675	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H3K4_A_R2)	COMPLETED	0	2025-01-24 02:27:09.244	2.9s	0ms	52.3%	8.4 MB	14.3 MB	2.6 MB	5.4 KB
484	12/08b7a9	12714	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_PICARD_DUP_META:AWK (nH3K27_A_R2)	COMPLETED	0	2025-01-24 02:27:12.184	2.9s	66ms	24.0%	2.9 MB	3.9 MB	132.1 KB	3.8 KB
417	7f/876a56	4548	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R3)	COMPLETED	0	2025-01-24 02:26:44.423	54.6s	52s	404.2%	5.3 GB	6.6 GB	1.6 GB	1.6 GB
422	b5/cfce56	10276	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_A_R1)	COMPLETED	0	2025-01-24 02:27:05.462	1m 1s	58s	375.9%	5.2 GB	6.3 GB	1.6 GB	1.6 GB
449	9e/a0a327	6136	NFCORE_CUTANDRUN:CUTANDRUN:PRESEQ_LCEXTRAP (H3K4_A_R2)	COMPLETED	0	2025-01-24 02:26:51.235	1m 39s	1m 35s	97.8%	9.3 MB	14.8 MB	530.3 MB	450.2 KB
451	e6/710433	24229	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K27_N_R1)	COMPLETED	0	2025-01-24 02:28:30.317	10.7s	8s	130.8%	19.6 MB	220.9 MB	467.9 MB	2.5 MB
453	b0/d7dd45	25903	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R2)	COMPLETED	0	2025-01-24 02:28:41.021	12.3s	10s	127.3%	19.3 MB	220.9 MB	526.2 MB	2.6 MB
431	03/cf8cb9	20833	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nIgG_N_R1)	COMPLETED	0	2025-01-24 02:28:06.443	59.6s	57s	408.5%	5.1 GB	6.3 GB	1.7 GB	1.7 GB
455	83/84c7df	27952	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_N_R2)	COMPLETED	0	2025-01-24 02:28:53.340	13s	11s	136.5%	19.4 MB	220.9 MB	650.8 MB	2.1 MB
457	7a/f17604	30254	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_A_R3)	COMPLETED	0	2025-01-24 02:29:06.325	14.5s	11s	138.1%	20.1 MB	220.9 MB	677.6 MB	2 MB
433	0b/f80b59	30205	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R3)	COMPLETED	0	2025-01-24 02:29:06.099	30.6s	28s	406.0%	4.3 GB	5.9 GB	623.2 MB	602.1 MB
461	24/0344dd	33249	NFCORE_CUTANDRUN:CUTANDRUN:MARK_DUPLICATES_PICARD:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_A_R2)	COMPLETED	0	2025-01-24 02:29:20.880	15.9s	13s	136.8%	18.1 MB	220.9 MB	828.1 MB	1.8 MB
