task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
131	1e/850f85	172063	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_A_R1)	COMPLETED	0	2025-01-24 00:30:59.310	4s	267ms	3.5%	2.9 MB	3.9 MB	105.4 KB	792 B
84	0b/f89907	403817	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nIgG_N_R1)	COMPLETED	0	2025-01-23 23:39:25.583	53m 13s	53m 9s	1031.4%	3.3 GB	4.9 GB	14.6 GB	12.3 GB
134	99/8578cc	178740	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nIgG_N_R1)	COMPLETED	0	2025-01-24 00:32:40.038	4s	147ms	4.6%	2.8 MB	3.9 MB	105.4 KB	795 B
88	11/14e735	142601	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_N_R2)	COMPLETED	0	2025-01-24 00:17:52.503	29m 25s	29m 21s	1051.9%	3.3 GB	4.9 GB	8.9 GB	6.4 GB
135	94/ea3559	219357	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_N_R2)	COMPLETED	0	2025-01-24 00:47:18.373	3.1s	39ms	16.8%	3 MB	3.9 MB	105.4 KB	793 B
82	a2/0bb4df	348353	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nIgG_A_R1)	COMPLETED	0	2025-01-23 23:22:24.276	1h 26m 38s	1h 26m 35s	1033.7%	3.3 GB	5 GB	18.2 GB	16.3 GB
138	6c/157699	224454	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nIgG_A_R1)	COMPLETED	0	2025-01-24 00:49:03.567	3.2s	83ms	9.8%	3.8 MB	7.9 MB	105.4 KB	794 B
91	14/aff3ef	178458	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_N_R3)	COMPLETED	0	2025-01-24 00:32:38.996	18m 32s	18m 28s	1199.1%	3.3 GB	4.9 GB	8.2 GB	5.7 GB
139	28/5dfb89	232299	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_N_R3)	COMPLETED	0	2025-01-24 00:51:12.418	4.2s	162ms	4.3%	2.9 MB	3.9 MB	105.4 KB	792 B
89	e0/fb51f0	164915	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_A_R4)	COMPLETED	0	2025-01-24 00:28:18.342	25m 47s	25m 43s	1061.7%	3.3 GB	4.7 GB	7.4 GB	4.8 GB
142	ca/573849	245226	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_A_R4)	COMPLETED	0	2025-01-24 00:54:06.160	3.1s	56ms	13.1%	2.8 MB	3.9 MB	105.3 KB	791 B
90	2b/7552b1	171910	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_A_R3)	COMPLETED	0	2025-01-24 00:30:58.240	26m 20s	26m 16s	1199.3%	3.3 GB	4.7 GB	9.4 GB	6.9 GB
143	f1/945a04	262589	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_A_R3)	COMPLETED	0	2025-01-24 00:57:19.693	4.1s	197ms	3.7%	3 MB	3.9 MB	105.4 KB	793 B
94	77/3a7fb6	232132	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K4_N_R3)	COMPLETED	0	2025-01-24 00:51:11.332	23m 39s	23m 35s	1201.3%	3.3 GB	4.7 GB	9.8 GB	7.3 GB
146	d9/acbc44	305146	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K4_N_R3)	COMPLETED	0	2025-01-24 01:14:51.480	3.9s	142ms	5.6%	3 MB	3.9 MB	105.4 KB	793 B
92	30/41f699	219188	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_N_R4)	COMPLETED	0	2025-01-24 00:47:17.347	32m 43s	32m 40s	1066.6%	3.3 GB	4.7 GB	9.2 GB	6.7 GB
148	34/711233	317426	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_N_R4)	COMPLETED	0	2025-01-24 01:20:01.658	3.2s	61ms	23.8%	2.8 MB	3.9 MB	105.4 KB	793 B
96	5d/ff23b0	262234	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_A_R3)	COMPLETED	0	2025-01-24 00:57:18.617	24m 9s	24m 6s	1200.2%	3.3 GB	4.7 GB	9.1 GB	6.6 GB
150	cb/9a8619	323353	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_A_R3)	COMPLETED	0	2025-01-24 01:21:28.870	4.3s	254ms	2.9%	544 KB	4.1 MB	105.4 KB	792 B
93	e7/8cd883	224287	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_A_R2)	COMPLETED	0	2025-01-24 00:49:02.536	41m 10s	41m 7s	1067.5%	3.3 GB	4.7 GB	10.1 GB	7.7 GB
151	92/25be39	354574	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_A_R2)	COMPLETED	0	2025-01-24 01:30:13.781	3.1s	89ms	9.3%	2.9 MB	3.9 MB	105.4 KB	793 B
95	51/9c0467	244896	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_A_R2)	COMPLETED	0	2025-01-24 00:54:05.129	39m 37s	39m 35s	1073.5%	3.3 GB	5 GB	10 GB	7.6 GB
154	99/9bf10e	364446	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_A_R2)	COMPLETED	0	2025-01-24 01:33:43.700	3.4s	55ms	0.0%	2.9 MB	3.9 MB	105.4 KB	792 B
102	e8/a3802e	364369	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R4)	COMPLETED	0	2025-01-24 01:33:42.626	40s	32s	347.8%	3.5 GB	6.1 GB	584.9 MB	503.7 MB
106	b4/8a4b46	364375	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R1)	COMPLETED	0	2025-01-24 01:33:42.664	44.1s	36s	383.9%	3.9 GB	5.7 GB	674.8 MB	579.8 MB
155	3b/7fcccc	368272	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R4)	COMPLETED	0	2025-01-24 01:34:23.654	15.4s	12s	103.8%	21.1 MB	220.9 MB	503.9 MB	2.8 MB
157	b8/e41b2e	371356	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R1)	COMPLETED	0	2025-01-24 01:34:39.065	16.3s	13s	104.6%	20.3 MB	220.9 MB	579.9 MB	2.7 MB
109	b0/a4bae5	368942	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_N_R1)	COMPLETED	0	2025-01-24 01:34:26.817	1m 16s	1m 13s	329.2%	5.3 GB	6.7 GB	1.7 GB	1.6 GB
108	72/da1f14	368007	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_N_R2)	COMPLETED	0	2025-01-24 01:34:22.613	1m 35s	1m 31s	332.0%	5.3 GB	6.5 GB	2 GB	1.8 GB
159	1c/0ff508	376022	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K27_N_R1)	COMPLETED	0	2025-01-24 01:35:43.721	23s	20s	99.8%	21.6 MB	220.9 MB	801.1 MB	2.4 MB
112	4d/11afc5	375861	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R2)	COMPLETED	0	2025-01-24 01:35:42.686	44.6s	41s	386.0%	4.5 GB	6.2 GB	783 MB	661 MB
161	37/b61cea	379352	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_N_R2)	COMPLETED	0	2025-01-24 01:36:06.757	26.5s	23s	109.4%	21.4 MB	220.9 MB	1 GB	2 MB
163	ad/3da137	382095	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R2)	COMPLETED	0	2025-01-24 01:36:33.330	18.6s	15s	106.7%	18.2 MB	220.9 MB	661.1 MB	2.5 MB
114	a0/a79483	378012	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R2)	COMPLETED	0	2025-01-24 01:35:57.323	1m 47s	1m 44s	325.7%	5.2 GB	6.3 GB	2.1 GB	1.9 GB
116	70/b3dd77	381343	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R2)	COMPLETED	0	2025-01-24 01:36:27.366	1m 31s	1m 28s	336.3%	5.3 GB	6.5 GB	2 GB	1.8 GB
165	b4/6b6561	387340	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_N_R2)	COMPLETED	0	2025-01-24 01:37:44.895	28.7s	25s	106.6%	19 MB	220.9 MB	1.1 GB	2.4 MB
167	b6/57db5e	391208	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_A_R2)	COMPLETED	0	2025-01-24 01:38:13.619	27.1s	24s	102.6%	20.2 MB	220.9 MB	1016.5 MB	1.7 MB
119	4a/e1d7b3	389385	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R1)	COMPLETED	0	2025-01-24 01:37:58.741	1m 39s	1m 36s	304.5%	5.2 GB	6.4 GB	2 GB	1.8 GB
117	7a/ac167e	387334	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R1)	COMPLETED	0	2025-01-24 01:37:44.862	1m 55s	1m 51s	309.4%	5.2 GB	6.4 GB	2.2 GB	1.9 GB
169	ba/00079f	396794	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_N_R1)	COMPLETED	0	2025-01-24 01:39:38.802	27.8s	22s	107.4%	20.8 MB	220.9 MB	995.6 MB	2.3 MB
171	4c/1fcae8	400281	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_A_R1)	COMPLETED	0	2025-01-24 01:40:06.673	32.5s	29s	95.5%	20.9 MB	220.9 MB	1.1 GB	1.7 MB
121	48/f44143	396638	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R3)	COMPLETED	0	2025-01-24 01:39:37.773	1m 44s	1m 40s	291.8%	5.2 GB	6.3 GB	1.9 GB	1.8 GB
123	26/ba7fbf	397099	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_A_R1)	COMPLETED	0	2025-01-24 01:39:39.668	1m 46s	1m 42s	309.9%	5.4 GB	6.6 GB	2.1 GB	1.9 GB
97	68/8cbf81	304926	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_A_R3)	COMPLETED	0	2025-01-24 01:14:50.428	26m 51s	26m 48s	1197.7%	3.3 GB	4.9 GB	9.1 GB	6.7 GB
173	c9/9d59b0	404339	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_N_R3)	COMPLETED	0	2025-01-24 01:41:23.271	23.2s	20s	114.3%	18 MB	220.9 MB	957.4 MB	2.3 MB
175	09/cb1c2b	408115	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K27_A_R1)	COMPLETED	0	2025-01-24 01:41:46.485	30.7s	28s	96.5%	21.7 MB	220.9 MB	1.1 GB	1.8 MB
178	b0/88b931	411476	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K4_A_R3)	COMPLETED	0	2025-01-24 01:42:17.197	3.7s	128ms	5.2%	2.8 MB	3.9 MB	105.3 KB	792 B
125	52/62ac63	404184	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_A_R3)	COMPLETED	0	2025-01-24 01:41:22.245	1m 27s	1m 24s	305.8%	5.3 GB	6.4 GB	1.8 GB	1.6 GB
127	79/323b48	404860	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_N_R1)	COMPLETED	0	2025-01-24 01:41:25.636	1m 27s	1m 24s	341.5%	5.4 GB	6.7 GB	1.9 GB	1.7 GB
179	7f/2d2283	413518	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_A_R3)	COMPLETED	0	2025-01-24 01:42:49.413	24.7s	21s	98.4%	18.3 MB	220.9 MB	831.8 MB	1.9 MB
129	1c/447e12	413512	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_A_R1)	COMPLETED	0	2025-01-24 01:42:49.308	50.7s	47s	353.4%	5 GB	6.5 GB	855 MB	726.9 MB
181	72/e4e78b	417203	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_N_R1)	COMPLETED	0	2025-01-24 01:43:14.177	28.1s	24s	95.6%	21.3 MB	220.9 MB	975.6 MB	2.1 MB
183	6c/6fe3c3	420042	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_A_R1)	COMPLETED	0	2025-01-24 01:43:42.269	20.8s	17s	101.1%	21 MB	220.9 MB	727 MB	2.3 MB
132	4f/fc136b	414411	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_A_R1)	COMPLETED	0	2025-01-24 01:42:52.844	1m 27s	1m 24s	334.1%	5.3 GB	6.4 GB	1.9 GB	1.7 GB
185	4c/b47962	423711	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_A_R1)	COMPLETED	0	2025-01-24 01:44:20.992	26.1s	23s	103.9%	20.7 MB	220.9 MB	942.2 MB	2.2 MB
136	d5/9ae740	423555	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_N_R2)	COMPLETED	0	2025-01-24 01:44:19.952	1m 28s	1m 25s	313.7%	5.3 GB	6.4 GB	1.8 GB	1.6 GB
98	46/30c2e1	317259	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K27_A_R4)	COMPLETED	0	2025-01-24 01:20:00.629	25m 58s	25m 55s	1132.3%	3.3 GB	4.7 GB	8.2 GB	5.7 GB
188	c0/659a0c	430000	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K27_N_R2)	COMPLETED	0	2025-01-24 01:45:48.059	23s	19s	109.9%	21.3 MB	220.9 MB	883.5 MB	2.3 MB
189	6e/56ce91	434059	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (H3K27_A_R4)	COMPLETED	0	2025-01-24 01:46:11.061	3.6s	183ms	4.7%	2.9 MB	3.9 MB	105.4 KB	791 B
133	03/3504d3	419619	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nIgG_N_R1)	COMPLETED	0	2025-01-24 01:43:39.982	2m 43s	2m 39s	326.8%	5.4 GB	6.6 GB	3.5 GB	3.1 GB
99	3e/3b8b54	323182	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (nH3K27_N_R3)	COMPLETED	0	2025-01-24 01:21:27.822	25m 5s	25m 1s	1199.2%	3.3 GB	5 GB	9.9 GB	7.4 GB
191	98/c2928c	435630	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nIgG_N_R1)	COMPLETED	0	2025-01-24 01:46:23.971	39.7s	36s	114.4%	22 MB	220.9 MB	1.6 GB	1.8 MB
141	52/30db7e	437197	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_A_R4)	COMPLETED	0	2025-01-24 01:46:32.554	34.3s	31s	477.7%	4.6 GB	6.3 GB	804 MB	687.9 MB
193	f8/db185f	442102	NFCORE_CUTANDRUN:CUTANDRUN:EXTRACT_BT2_TARGET_META:AWK_SCRIPT (nH3K27_N_R3)	COMPLETED	0	2025-01-24 01:47:03.683	3.4s	70ms	11.0%	2.9 MB	3.9 MB	105.4 KB	793 B
195	ed/4ac96e	442731	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_A_R4)	COMPLETED	0	2025-01-24 01:47:07.116	20.7s	17s	102.7%	21 MB	220.9 MB	688.1 MB	2.3 MB
144	c9/533d83	437233	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_A_R3)	COMPLETED	0	2025-01-24 01:46:32.581	1m 11s	1m 7s	397.0%	5.2 GB	6.4 GB	1.9 GB	1.8 GB
140	44/62569f	435467	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K4_N_R3)	COMPLETED	0	2025-01-24 01:46:22.944	1m 31s	1m 28s	298.6%	5.2 GB	6.2 GB	1.7 GB	1.6 GB
197	ac/f48678	447709	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K27_A_R3)	COMPLETED	0	2025-01-24 01:47:44.163	26.7s	23s	104.1%	20.5 MB	220.9 MB	975.5 MB	1.8 MB
145	e2/0e5737	442683	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K4_N_R3)	COMPLETED	0	2025-01-24 01:47:06.930	1m 15s	1m 12s	388.3%	5.2 GB	6.3 GB	2 GB	1.8 GB
200	12/94ac6f	452535	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K4_N_R3)	COMPLETED	0	2025-01-24 01:48:10.932	21.1s	18s	108.4%	21.3 MB	220.9 MB	791.5 MB	2.3 MB
201	a0/5cd5c4	455931	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nH3K4_N_R3)	COMPLETED	0	2025-01-24 01:48:32.063	27.9s	25s	103.3%	21.4 MB	220.9 MB	1015.5 MB	2 MB
147	42/963ff0	447545	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_N_R4)	COMPLETED	0	2025-01-24 01:47:43.124	1m 17s	1m 14s	365.4%	5.1 GB	6.3 GB	1.9 GB	1.7 GB
149	ea/14ec96	449709	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_A_R3)	COMPLETED	0	2025-01-24 01:47:53.661	1m 14s	1m 11s	380.2%	5.1 GB	6.3 GB	1.9 GB	1.7 GB
137	23/32bbbd	429991	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nIgG_A_R1)	COMPLETED	0	2025-01-24 01:45:47.958	3m 31s	3m 28s	347.1%	5.4 GB	6.6 GB	5.1 GB	4.7 GB
203	bb/8a7a95	1150	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_N_R4)	COMPLETED	0	2025-01-24 01:49:00.237	25s	20s	110.1%	18.6 MB	220.9 MB	940.8 MB	2.3 MB
156	98/5f1e09	2968	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K4_N_R4)	COMPLETED	0	2025-01-24 01:49:07.903	21s	14s	381.2%	12.2 MB	523.5 MB	503.9 MB	396.1 MB
158	f5/fc770f	4957	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K4_N_R1)	COMPLETED	0	2025-01-24 01:49:18.716	18s	15s	384.3%	12.1 MB	584 MB	579.9 MB	417 MB
152	6d/261c92	454252	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (nH3K27_A_R2)	COMPLETED	0	2025-01-24 01:48:22.005	1m 25s	1m 22s	369.9%	5.2 GB	6.4 GB	2.1 GB	1.9 GB
205	48/423c10	6370	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H3K27_A_R3)	COMPLETED	0	2025-01-24 01:49:25.254	22.3s	20s	113.5%	19.5 MB	220.9 MB	922.7 MB	2.3 MB
160	7b/0605ad	7183	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (nH3K27_N_R1)	COMPLETED	0	2025-01-24 01:49:28.878	21.8s	18s	387.0%	12.2 MB	585.8 MB	801.1 MB	466 MB
162	80/f353dd	8949	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (nH3K4_N_R2)	COMPLETED	0	2025-01-24 01:49:36.743	28.5s	25s	365.6%	12.2 MB	523.5 MB	1 GB	647.9 MB
164	04/ddd5b5	10980	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K4_N_R2)	COMPLETED	0	2025-01-24 01:49:47.578	23.9s	19s	360.3%	12.1 MB	523.5 MB	661.1 MB	524.7 MB
166	43/8e3497	11879	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K27_N_R2)	COMPLETED	0	2025-01-24 01:49:50.733	37.8s	35s	386.0%	12.3 MB	586.7 MB	1.1 GB	964 MB
100	52/4b42fb	354304	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BOWTIE2_TARGET_ALIGN (H3K4_A_R2)	COMPLETED	0	2025-01-24 01:30:12.751	20m 20s	20m 17s	1194.0%	3.3 GB	4.7 GB	7.1 GB	4.5 GB
168	1a/0049de	14895	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (nH3K4_A_R2)	COMPLETED	0	2025-01-24 01:50:05.230	27.9s	25s	458.2%	12.2 MB	584.9 MB	1016.5 MB	824.8 MB
170	9b/f7ca16	15958	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K27_N_R1)	COMPLETED	0	2025-01-24 01:50:11.497	28s	25s	458.7%	12.3 MB	523.5 MB	995.6 MB	844.7 MB
153	20/d6c1b8	1144	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H3K27_A_R2)	COMPLETED	0	2025-01-24 01:49:00.207	1m 42s	1m 37s	325.8%	5.2 GB	6.4 GB	2 GB	1.9 GB
207	26/a294f5	10986	NFCORE_CUTANDRUN:CUTANDRUN:ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (nIgG_A_R1)	COMPLETED	0	2025-01-24 01:49:47.608	55.6s	51s	106.7%	22.9 MB	220.9 MB	2.2 GB	2 MB
180	76/ada701	21692	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (nH3K4_A_R3)	COMPLETED	0	2025-01-24 01:50:39.540	24.4s	22s	424.9%	12.1 MB	523.5 MB	831.8 MB	674.9 MB
172	60/9bc701	18512	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (nH3K4_A_R1)	COMPLETED	0	2025-01-24 01:50:28.571	36.9s	34s	368.8%	12.2 MB	584.9 MB	1.1 GB	913.5 MB
174	df/3fc41d	19378	NFCORE_CUTANDRUN:CUTANDRUN:FILTER_READS:SAMTOOLS_VIEW (H3K27_N_R3)	COMPLETED	0	2025-01-24 01:50:32.868	35.2s	32s	341.5%	12.2 MB	523.5 MB	957.4 MB	807.5 MB
